Quantity,Price,Side
0.0001,30210.329999999998,BUY,1688755695256
0.0001,30309.98,SELL,1688755695768
0.0001,30199.969999999998,BUY,1688755755980
0.0001,30258.62,SELL,1688755756340
0.0001,30199.989999999998,BUY,1688755816660
0.0001,30231.97,SELL,1688755817038
0.0001,30185.01,SELL,1688755877366
0.0001,30150.11,BUY,1688755877745
0.0001,30180.01,SELL,1688755937956
0.0001,30168.26,SELL,1688755998929
0.0001,30153.71,BUY,1688755999170
0.0001,30135.19,SELL,1688756059784
0.0001,30150.12,SELL,1688756120258
0.0001,30154.81,BUY,1688756120630
0.0001,30170.01,SELL,1688756181248
0.0001,30160.01,SELL,1688756242104
0.0001,30165.01,SELL,1688756302799
0.0001,30149.7,BUY,1688756303150
0.0001,30174.94,BUY,1688756363714
0.0001,30189.23,SELL,1688756364081
0.0001,30165.01,SELL,1688756424439
0.0001,30145.01,SELL,1688756485054
0.0001,30174.989999999998,BUY,1688756545957
0.0001,30195.65,SELL,1688756546324
0.0001,30170.03,SELL,1688756606976
0.0001,30177.559999999998,SELL,1688756667803
0.0001,30175.03,SELL,1688756728676
0.0001,30185.01,SELL,1688756789324
0.0001,30185.01,SELL,1688756850158
0.0001,30190.03,SELL,1688756910937
0.0001,30192.68,BUY,1688756911304
0.0001,30199.609999999997,BUY,1688756971840
0.0001,30210.5,SELL,1688756972208
0.0001,30190.01,SELL,1688757032578
0.0001,30194.999999999996,SELL,1688757093289
0.0001,30201.37,BUY,1688757154190
0.0001,30218.79,BUY,1688757215113
0.0001,30243.0,SELL,1688757215361
0.0001,30218.769999999997,BUY,1688757275717
0.0001,30249.99,SELL,1688757276094
0.0001,30200.01,SELL,1688757336628
0.0001,30194.22,BUY,1688757337125
0.0001,30217.7,BUY,1688757397657
0.0001,30217.719999999998,BUY,1688757458314
0.0001,30258.6,SELL,1688757458818
0.0001,30209.969999999998,BUY,1688757519322
0.0001,30257.36,SELL,1688757519820
0.0001,30204.85,BUY,1688757580345
0.0001,30266.6,SELL,1688757580713
0.0001,30199.760000000002,BUY,1688757641247
0.0001,30297.87,SELL,1688757641616
0.0001,30185.01,SELL,1688757702330
0.0001,30199.98,BUY,1688757763316
